var,x
X1,-0.556995775334139
X2,0.438186400366244
X3,-1.75996287516439
X4,-0.205452517446735
X5,7.619516327679
X6,-1.11083334661423
X7,0.0573259801286108
X8,0.0960264198468602
X9,-2.85794883776074
X10,0.832860305315646
X11,-0.202808796309394
X12,0.402252701195165
age,-0.0407447678901059
sexM,-1.28337340019041
smokeYes,0.998214541933138
drinkYes,-2.80445883931116
